in s,C1 in V
-3.2288E-05,4.938E+00
-3.2272E-05,4.919E+00
-3.2256E-05,4.948E+00
-3.2240E-05,4.909E+00
-3.2224E-05,4.929E+00
-3.2208E-05,4.919E+00
-3.2192E-05,4.899E+00
-3.2176E-05,4.919E+00
-3.2160E-05,4.958E+00
-3.2144E-05,4.948E+00
-3.2128E-05,4.909E+00
-3.2112E-05,4.909E+00
-3.2096E-05,4.890E+00
-3.2080E-05,4.919E+00
-3.2064E-05,4.958E+00
-3.2048E-05,4.948E+00
-3.2032E-05,4.938E+00
-3.2016E-05,4.929E+00
-3.2000E-05,4.899E+00
-3.1984E-05,4.899E+00
-3.1968E-05,4.929E+00
-3.1952E-05,4.919E+00
-3.1936E-05,4.929E+00
-3.1920E-05,4.890E+00
-3.1904E-05,4.909E+00
-3.1888E-05,4.919E+00
-3.1872E-05,4.919E+00
-3.1856E-05,4.929E+00
-3.1840E-05,4.938E+00
-3.1824E-05,4.899E+00
-3.1808E-05,4.919E+00
-3.1792E-05,4.919E+00
-3.1776E-05,4.909E+00
-3.1760E-05,4.919E+00
-3.1744E-05,4.929E+00
-3.1728E-05,4.899E+00
-3.1712E-05,4.919E+00
-3.1696E-05,4.948E+00
-3.1680E-05,4.909E+00
-3.1664E-05,4.919E+00
-3.1648E-05,4.919E+00
-3.1632E-05,4.929E+00
-3.1616E-05,4.909E+00
-3.1600E-05,4.929E+00
-3.1584E-05,4.919E+00
-3.1568E-05,4.929E+00
-3.1552E-05,4.929E+00
-3.1536E-05,4.909E+00
-3.1520E-05,4.938E+00
-3.1504E-05,4.929E+00
-3.1488E-05,4.919E+00
-3.1472E-05,4.899E+00
-3.1456E-05,4.958E+00
-3.1440E-05,4.909E+00
-3.1424E-05,4.929E+00
-3.1408E-05,4.929E+00
-3.1392E-05,4.938E+00
-3.1376E-05,4.899E+00
-3.1360E-05,4.919E+00
-3.1344E-05,4.929E+00
-3.1328E-05,4.909E+00
-3.1312E-05,4.938E+00
-3.1296E-05,4.899E+00
-3.1280E-05,4.938E+00
-3.1264E-05,4.958E+00
-3.1248E-05,4.938E+00
-3.1232E-05,4.929E+00
-3.1216E-05,4.880E+00
-3.1200E-05,4.909E+00
-3.1184E-05,4.938E+00
-3.1168E-05,4.909E+00
-3.1152E-05,4.929E+00
-3.1136E-05,4.948E+00
-3.1120E-05,4.880E+00
-3.1104E-05,4.929E+00
-3.1088E-05,4.899E+00
-3.1072E-05,4.929E+00
-3.1056E-05,4.948E+00
-3.1040E-05,4.919E+00
-3.1024E-05,4.938E+00
-3.1008E-05,4.919E+00
-3.0992E-05,4.899E+00
-3.0976E-05,4.929E+00
-3.0960E-05,4.890E+00
-3.0944E-05,4.909E+00
-3.0928E-05,4.909E+00
-3.0912E-05,4.919E+00
-3.0896E-05,4.909E+00
-3.0880E-05,4.938E+00
-3.0864E-05,4.909E+00
-3.0848E-05,4.909E+00
-3.0832E-05,4.929E+00
-3.0816E-05,4.929E+00
-3.0800E-05,4.909E+00
-3.0784E-05,4.929E+00
-3.0768E-05,4.890E+00
-3.0752E-05,4.938E+00
-3.0736E-05,4.909E+00
-3.0720E-05,4.919E+00
-3.0704E-05,4.919E+00
-3.0688E-05,4.938E+00
-3.0672E-05,4.880E+00
-3.0656E-05,4.929E+00
-3.0640E-05,4.899E+00
-3.0624E-05,4.938E+00
-3.0608E-05,4.938E+00
-3.0592E-05,4.938E+00
-3.0576E-05,4.909E+00
-3.0560E-05,4.880E+00
-3.0544E-05,4.909E+00
-3.0528E-05,4.919E+00
-3.0512E-05,4.958E+00
-3.0496E-05,4.948E+00
-3.0480E-05,4.958E+00
-3.0464E-05,4.929E+00
-3.0448E-05,4.929E+00
-3.0432E-05,4.958E+00
-3.0416E-05,3.562E+00
-3.0400E-05,4.365E-01
-3.0384E-05,4.590E-02
-3.0368E-05,-1.270E-02
-3.0352E-05,-1.270E-02
-3.0336E-05,1.660E-02
-3.0320E-05,-1.270E-02
-3.0304E-05,-1.270E-02
-3.0288E-05,-1.270E-02
-3.0272E-05,6.836E-03
-3.0256E-05,6.836E-03
-3.0240E-05,5.566E-02
-3.0224E-05,2.637E-02
-3.0208E-05,2.637E-02
-3.0192E-05,6.836E-03
-3.0176E-05,-2.930E-03
-3.0160E-05,-1.270E-02
-3.0144E-05,-2.930E-03
-3.0128E-05,-2.246E-02
-3.0112E-05,-2.930E-03
-3.0096E-05,-2.930E-03
-3.0080E-05,-2.930E-03
-3.0064E-05,-1.270E-02
-3.0048E-05,1.660E-02
-3.0032E-05,6.836E-03
-3.0016E-05,2.637E-02
-3.0000E-05,2.637E-02
-2.9984E-05,6.836E-03
-2.9968E-05,-1.270E-02
-2.9952E-05,2.637E-02
-2.9936E-05,6.836E-03
-2.9920E-05,-2.930E-03
-2.9904E-05,-2.246E-02
-2.9888E-05,2.637E-02
-2.9872E-05,1.660E-02
-2.9856E-05,1.660E-02
-2.9840E-05,-2.930E-03
-2.9824E-05,-2.930E-03
-2.9808E-05,2.637E-02
-2.9792E-05,-2.930E-03
-2.9776E-05,-2.930E-03
-2.9760E-05,6.836E-03
-2.9744E-05,4.590E-02
-2.9728E-05,3.613E-02
-2.9712E-05,-2.930E-03
-2.9696E-05,-2.930E-03
-2.9680E-05,6.836E-03
-2.9664E-05,6.836E-03
-2.9648E-05,-2.930E-03
-2.9632E-05,3.613E-02
-2.9616E-05,6.836E-03
-2.9600E-05,6.836E-03
-2.9584E-05,2.637E-02
-2.9568E-05,2.637E-02
-2.9552E-05,3.613E-02
-2.9536E-05,-2.930E-03
-2.9520E-05,-2.930E-03
-2.9504E-05,6.836E-03
-2.9488E-05,6.836E-03
-2.9472E-05,6.836E-03
-2.9456E-05,6.836E-03
-2.9440E-05,-2.930E-03
-2.9424E-05,2.637E-02
-2.9408E-05,1.660E-02
-2.9392E-05,1.660E-02
-2.9376E-05,6.836E-03
-2.9360E-05,-2.246E-02
-2.9344E-05,-2.930E-03
-2.9328E-05,-2.930E-03
-2.9312E-05,1.660E-02
-2.9296E-05,-1.270E-02
-2.9280E-05,4.590E-02
-2.9264E-05,1.660E-02
-2.9248E-05,1.660E-02
-2.9232E-05,2.637E-02
-2.9216E-05,-2.930E-03
-2.9200E-05,6.836E-03
-2.9184E-05,2.637E-02
-2.9168E-05,2.637E-02
-2.9152E-05,4.590E-02
-2.9136E-05,-2.930E-03
-2.9120E-05,6.836E-03
-2.9104E-05,-2.930E-03
-2.9088E-05,-2.930E-03
-2.9072E-05,6.836E-03
-2.9056E-05,-2.246E-02
-2.9040E-05,5.566E-02
-2.9024E-05,1.660E-02
-2.9008E-05,4.590E-02
-2.8992E-05,3.613E-02
-2.8976E-05,1.660E-02
-2.8960E-05,1.660E-02
-2.8944E-05,6.836E-03
-2.8928E-05,2.637E-02
-2.8912E-05,6.836E-03
-2.8896E-05,4.590E-02
-2.8880E-05,-1.270E-02
-2.8864E-05,1.660E-02
-2.8848E-05,1.660E-02
-2.8832E-05,2.637E-02
-2.8816E-05,6.836E-03
-2.8800E-05,2.637E-02
-2.8784E-05,2.637E-02
-2.8768E-05,-2.930E-03
-2.8752E-05,-2.930E-03
-2.8736E-05,1.660E-02
-2.8720E-05,-2.246E-02
-2.8704E-05,3.613E-02
-2.8688E-05,6.836E-03
-2.8672E-05,1.660E-02
-2.8656E-05,2.637E-02
-2.8640E-05,1.660E-02
-2.8624E-05,-2.930E-03
-2.8608E-05,-1.270E-02
-2.8592E-05,2.637E-02
-2.8576E-05,1.660E-02
-2.8560E-05,2.637E-02
-2.8544E-05,1.660E-02
-2.8528E-05,3.613E-02
-2.8512E-05,2.637E-02
-2.8496E-05,1.660E-02
-2.8480E-05,-2.930E-03
-2.8464E-05,1.660E-02
-2.8448E-05,-2.930E-03
-2.8432E-05,-2.930E-03
-2.8416E-05,4.590E-02
-2.8400E-05,6.836E-03
-2.8384E-05,2.637E-02
-2.8368E-05,-2.930E-03
-2.8352E-05,2.637E-02
-2.8336E-05,2.637E-02
-2.8320E-05,6.836E-03
-2.8304E-05,-2.930E-03
-2.8288E-05,-2.930E-03
-2.8272E-05,2.637E-02
-2.8256E-05,1.660E-02
-2.8240E-05,6.836E-03
-2.8224E-05,2.637E-02
-2.8208E-05,-2.930E-03
-2.8192E-05,6.836E-03
-2.8176E-05,-2.930E-03
-2.8160E-05,6.836E-03
-2.8144E-05,-1.270E-02
-2.8128E-05,6.836E-03
-2.8112E-05,6.836E-03
-2.8096E-05,-2.930E-03
-2.8080E-05,1.660E-02
-2.8064E-05,2.637E-02
-2.8048E-05,-2.246E-02
-2.8032E-05,-2.930E-03
-2.8016E-05,2.637E-02
-2.8000E-05,6.836E-03
-2.7984E-05,6.836E-03
-2.7968E-05,2.637E-02
-2.7952E-05,1.660E-02
-2.7936E-05,1.660E-02
-2.7920E-05,6.836E-03
-2.7904E-05,2.637E-02
-2.7888E-05,6.836E-03
-2.7872E-05,2.637E-02
-2.7856E-05,1.660E-02
-2.7840E-05,1.660E-02
-2.7824E-05,2.637E-02
-2.7808E-05,-2.930E-03
-2.7792E-05,-2.930E-03
-2.7776E-05,2.637E-02
-2.7760E-05,-2.930E-03
-2.7744E-05,3.613E-02
-2.7728E-05,-2.930E-03
-2.7712E-05,-2.930E-03
-2.7696E-05,-2.930E-03
-2.7680E-05,3.613E-02
-2.7664E-05,6.836E-03
-2.7648E-05,-2.930E-03
-2.7632E-05,-2.930E-03
-2.7616E-05,2.637E-02
-2.7600E-05,-2.246E-02
-2.7584E-05,2.637E-02
-2.7568E-05,-2.930E-03
-2.7552E-05,3.613E-02
-2.7536E-05,-2.930E-03
-2.7520E-05,2.637E-02
-2.7504E-05,1.660E-02
-2.7488E-05,6.836E-03
-2.7472E-05,1.660E-02
-2.7456E-05,2.637E-02
-2.7440E-05,6.836E-03
-2.7424E-05,-2.930E-03
-2.7408E-05,1.660E-02
-2.7392E-05,6.836E-03
-2.7376E-05,-1.270E-02
-2.7360E-05,2.637E-02
-2.7344E-05,-2.930E-03
-2.7328E-05,3.613E-02
-2.7312E-05,3.613E-02
-2.7296E-05,-2.930E-03
-2.7280E-05,2.637E-02
-2.7264E-05,-2.930E-03
-2.7248E-05,-2.930E-03
-2.7232E-05,-2.930E-03
-2.7216E-05,3.613E-02
-2.7200E-05,1.660E-02
-2.7184E-05,1.660E-02
-2.7168E-05,2.637E-02
-2.7152E-05,-2.930E-03
-2.7136E-05,2.637E-02
-2.7120E-05,1.660E-02
-2.7104E-05,1.660E-02
-2.7088E-05,6.836E-03
-2.7072E-05,-2.930E-03
-2.7056E-05,6.836E-03
-2.7040E-05,6.836E-03
-2.7024E-05,-2.930E-03
-2.7008E-05,6.836E-03
-2.6992E-05,-2.930E-03
-2.6976E-05,3.613E-02
-2.6960E-05,-1.270E-02
-2.6944E-05,6.836E-03
-2.6928E-05,6.836E-03
-2.6912E-05,6.836E-03
-2.6896E-05,1.660E-02
-2.6880E-05,6.836E-03
-2.6864E-05,-2.930E-03
-2.6848E-05,-2.930E-03
-2.6832E-05,-2.930E-03
-2.6816E-05,2.637E-02
-2.6800E-05,2.637E-02
-2.6784E-05,6.836E-03
-2.6768E-05,2.637E-02
-2.6752E-05,1.660E-02
-2.6736E-05,6.836E-03
-2.6720E-05,2.637E-02
-2.6704E-05,-2.930E-03
-2.6688E-05,-1.270E-02
-2.6672E-05,6.836E-03
-2.6656E-05,6.836E-03
-2.6640E-05,-2.930E-03
-2.6624E-05,1.660E-02
-2.6608E-05,3.613E-02
-2.6592E-05,-2.930E-03
-2.6576E-05,-2.930E-03
-2.6560E-05,3.613E-02
-2.6544E-05,2.637E-02
-2.6528E-05,1.660E-02
-2.6512E-05,-2.930E-03
-2.6496E-05,2.637E-02
-2.6480E-05,5.566E-02
-2.6464E-05,6.836E-03
-2.6448E-05,-2.930E-03
-2.6432E-05,1.660E-02
-2.6416E-05,2.637E-02
-2.6400E-05,-2.930E-03
-2.6384E-05,6.836E-03
-2.6368E-05,1.660E-02
-2.6352E-05,-2.930E-03
-2.6336E-05,-2.246E-02
-2.6320E-05,2.637E-02
-2.6304E-05,6.836E-03
-2.6288E-05,-1.270E-02
-2.6272E-05,6.836E-03
-2.6256E-05,2.637E-02
-2.6240E-05,6.836E-03
-2.6224E-05,6.836E-03
-2.6208E-05,-2.930E-03
-2.6192E-05,2.637E-02
-2.6176E-05,6.836E-03
-2.6160E-05,3.613E-02
-2.6144E-05,2.637E-02
-2.6128E-05,1.660E-02
-2.6112E-05,4.590E-02
-2.6096E-05,-2.930E-03
-2.6080E-05,3.613E-02
-2.6064E-05,6.836E-03
-2.6048E-05,-2.930E-03
-2.6032E-05,2.637E-02
-2.6016E-05,1.660E-02
-2.6000E-05,6.836E-03
-2.5984E-05,1.660E-02
-2.5968E-05,-1.270E-02
-2.5952E-05,1.660E-02
-2.5936E-05,2.637E-02
-2.5920E-05,6.836E-03
-2.5904E-05,1.660E-02
-2.5888E-05,6.836E-03
-2.5872E-05,2.637E-02
-2.5856E-05,2.637E-02
-2.5840E-05,1.660E-02
-2.5824E-05,6.836E-03
-2.5808E-05,1.660E-02
-2.5792E-05,2.637E-02
-2.5776E-05,-1.270E-02
-2.5760E-05,2.637E-02
-2.5744E-05,-2.930E-03
-2.5728E-05,2.637E-02
-2.5712E-05,2.637E-02
-2.5696E-05,3.613E-02
-2.5680E-05,1.660E-02
-2.5664E-05,-2.930E-03
-2.5648E-05,2.637E-02
-2.5632E-05,2.637E-02
-2.5616E-05,1.660E-02
-2.5600E-05,2.637E-02
-2.5584E-05,6.836E-03
-2.5568E-05,4.590E-02
-2.5552E-05,-2.930E-03
-2.5536E-05,6.836E-03
-2.5520E-05,-2.930E-03
-2.5504E-05,6.836E-03
-2.5488E-05,1.660E-02
-2.5472E-05,6.836E-03
-2.5456E-05,-2.930E-03
-2.5440E-05,5.566E-02
-2.5424E-05,6.836E-03
-2.5408E-05,1.660E-02
-2.5392E-05,5.566E-02
-2.5376E-05,1.660E-02
-2.5360E-05,6.836E-03
-2.5344E-05,5.566E-02
-2.5328E-05,1.660E-02
-2.5312E-05,2.637E-02
-2.5296E-05,6.836E-03
-2.5280E-05,6.836E-03
-2.5264E-05,-2.246E-02
-2.5248E-05,-2.930E-03
-2.5232E-05,1.660E-02
-2.5216E-05,-2.930E-03
-2.5200E-05,-1.270E-02
-2.5184E-05,1.660E-02
-2.5168E-05,2.637E-02
-2.5152E-05,-2.930E-03
-2.5136E-05,6.836E-03
-2.5120E-05,1.660E-02
-2.5104E-05,6.836E-03
-2.5088E-05,-2.930E-03
-2.5072E-05,1.660E-02
-2.5056E-05,-1.270E-02
-2.5040E-05,-2.930E-03
-2.5024E-05,1.660E-02
-2.5008E-05,1.660E-02
-2.4992E-05,1.660E-02
-2.4976E-05,-2.930E-03
-2.4960E-05,3.613E-02
-2.4944E-05,2.637E-02
-2.4928E-05,2.637E-02
-2.4912E-05,4.590E-02
-2.4896E-05,1.660E-02
-2.4880E-05,1.660E-02
-2.4864E-05,3.613E-02
-2.4848E-05,1.660E-02
-2.4832E-05,2.637E-02
-2.4816E-05,-2.930E-03
-2.4800E-05,2.637E-02
-2.4784E-05,-2.930E-03
-2.4768E-05,2.637E-02
-2.4752E-05,2.637E-02
-2.4736E-05,6.836E-03
-2.4720E-05,2.637E-02
-2.4704E-05,-2.930E-03
-2.4688E-05,1.660E-02
-2.4672E-05,3.613E-02
-2.4656E-05,-1.270E-02
-2.4640E-05,6.836E-03
-2.4624E-05,2.637E-02
-2.4608E-05,5.566E-02
-2.4592E-05,6.836E-03
-2.4576E-05,3.613E-02
-2.4560E-05,2.637E-02
-2.4544E-05,2.637E-02
-2.4528E-05,3.613E-02
-2.4512E-05,1.660E-02
-2.4496E-05,6.836E-03
-2.4480E-05,2.637E-02
-2.4464E-05,1.660E-02
-2.4448E-05,2.637E-02
-2.4432E-05,-2.930E-03
-2.4416E-05,-2.930E-03
-2.4400E-05,6.836E-03
-2.4384E-05,2.637E-02
-2.4368E-05,-2.930E-03
-2.4352E-05,1.660E-02
-2.4336E-05,6.836E-03
-2.4320E-05,5.566E-02
-2.4304E-05,2.637E-02
-2.4288E-05,1.660E-02
-2.4272E-05,2.637E-02
-2.4256E-05,-2.930E-03
-2.4240E-05,6.836E-03
-2.4224E-05,2.637E-02
-2.4208E-05,6.836E-03
-2.4192E-05,-2.930E-03
-2.4176E-05,1.660E-02
-2.4160E-05,-1.270E-02
-2.4144E-05,2.637E-02
-2.4128E-05,2.637E-02
-2.4112E-05,1.660E-02
-2.4096E-05,2.637E-02
-2.4080E-05,1.660E-02
-2.4064E-05,6.836E-03
-2.4048E-05,6.836E-03
-2.4032E-05,6.836E-03
-2.4016E-05,6.836E-03
-2.4000E-05,3.613E-02
-2.3984E-05,1.660E-02
-2.3968E-05,-2.930E-03
-2.3952E-05,6.836E-03
-2.3936E-05,-2.930E-03
-2.3920E-05,-1.270E-02
-2.3904E-05,1.660E-02
-2.3888E-05,3.613E-02
-2.3872E-05,2.637E-02
-2.3856E-05,-2.930E-03
-2.3840E-05,1.660E-02
-2.3824E-05,6.836E-03
-2.3808E-05,-2.930E-03
-2.3792E-05,6.836E-03
-2.3776E-05,-2.930E-03
-2.3760E-05,2.637E-02
-2.3744E-05,-1.270E-02
-2.3728E-05,-2.930E-03
-2.3712E-05,6.836E-03
-2.3696E-05,-2.930E-03
-2.3680E-05,2.637E-02
-2.3664E-05,-2.930E-03
-2.3648E-05,2.637E-02
-2.3632E-05,2.637E-02
-2.3616E-05,-2.930E-03
-2.3600E-05,6.836E-03
-2.3584E-05,2.637E-02
-2.3568E-05,2.637E-02
-2.3552E-05,1.660E-02
-2.3536E-05,-2.930E-03
-2.3520E-05,6.836E-03
-2.3504E-05,6.836E-03
-2.3488E-05,-2.930E-03
-2.3472E-05,6.836E-03
-2.3456E-05,3.613E-02
-2.3440E-05,6.836E-03
-2.3424E-05,-1.270E-02
-2.3408E-05,2.637E-02
-2.3392E-05,6.836E-03
-2.3376E-05,-2.930E-03
-2.3360E-05,3.613E-02
-2.3344E-05,6.836E-03
-2.3328E-05,2.637E-02
-2.3312E-05,-2.930E-03
-2.3296E-05,2.637E-02
-2.3280E-05,3.613E-02
-2.3264E-05,2.637E-02
-2.3248E-05,-2.930E-03
-2.3232E-05,3.613E-02
-2.3216E-05,4.590E-02
-2.3200E-05,1.660E-02
-2.3184E-05,6.836E-03
-2.3168E-05,2.637E-02
-2.3152E-05,-3.223E-02
-2.3136E-05,1.660E-02
-2.3120E-05,-2.930E-03
-2.3104E-05,3.613E-02
-2.3088E-05,-2.930E-03
-2.3072E-05,6.836E-03
-2.3056E-05,-2.930E-03
-2.3040E-05,2.637E-02
-2.3024E-05,1.660E-02
-2.3008E-05,1.660E-02
-2.2992E-05,1.660E-02
-2.2976E-05,1.660E-02
-2.2960E-05,-2.930E-03
-2.2944E-05,-2.930E-03
-2.2928E-05,1.660E-02
-2.2912E-05,1.660E-02
-2.2896E-05,1.660E-02
-2.2880E-05,3.613E-02
-2.2864E-05,1.660E-02
-2.2848E-05,-2.930E-03
-2.2832E-05,4.590E-02
-2.2816E-05,-2.930E-03
-2.2800E-05,6.836E-03
-2.2784E-05,-2.930E-03
-2.2768E-05,2.637E-02
-2.2752E-05,2.637E-02
-2.2736E-05,6.836E-03
-2.2720E-05,-2.930E-03
-2.2704E-05,3.613E-02
-2.2688E-05,6.836E-03
-2.2672E-05,2.637E-02
-2.2656E-05,-2.930E-03
-2.2640E-05,2.637E-02
-2.2624E-05,-2.930E-03
-2.2608E-05,6.836E-03
-2.2592E-05,6.836E-03
-2.2576E-05,6.836E-03
-2.2560E-05,3.613E-02
-2.2544E-05,1.660E-02
-2.2528E-05,6.836E-03
-2.2512E-05,-2.930E-03
-2.2496E-05,6.836E-03
-2.2480E-05,1.660E-02
-2.2464E-05,1.660E-02
-2.2448E-05,6.836E-03
-2.2432E-05,1.660E-02
-2.2416E-05,1.660E-02
-2.2400E-05,4.590E-02
-2.2384E-05,2.637E-02
-2.2368E-05,6.836E-03
-2.2352E-05,2.637E-02
-2.2336E-05,-1.270E-02
-2.2320E-05,-2.930E-03
-2.2304E-05,1.660E-02
-2.2288E-05,-2.930E-03
-2.2272E-05,1.660E-02
-2.2256E-05,6.836E-03
-2.2240E-05,1.660E-02
-2.2224E-05,-2.930E-03
-2.2208E-05,4.590E-02
-2.2192E-05,1.660E-02
-2.2176E-05,-2.930E-03
-2.2160E-05,6.836E-03
-2.2144E-05,6.836E-03
-2.2128E-05,2.637E-02
-2.2112E-05,3.613E-02
-2.2096E-05,-2.246E-02
-2.2080E-05,6.836E-03
-2.2064E-05,6.836E-03
-2.2048E-05,3.613E-02
-2.2032E-05,3.613E-02
-2.2016E-05,-2.930E-03
-2.2000E-05,6.836E-03
-2.1984E-05,6.836E-03
-2.1968E-05,-2.930E-03
-2.1952E-05,1.660E-02
-2.1936E-05,-2.930E-03
-2.1920E-05,1.660E-02
-2.1904E-05,-2.930E-03
-2.1888E-05,-2.930E-03
-2.1872E-05,-1.270E-02
-2.1856E-05,6.836E-03
-2.1840E-05,-2.930E-03
-2.1824E-05,2.637E-02
-2.1808E-05,1.660E-02
-2.1792E-05,1.660E-02
-2.1776E-05,3.613E-02
-2.1760E-05,2.637E-02
-2.1744E-05,6.836E-03
-2.1728E-05,3.613E-02
-2.1712E-05,6.836E-03
-2.1696E-05,3.613E-02
-2.1680E-05,-2.246E-02
-2.1664E-05,4.590E-02
-2.1648E-05,3.613E-02
-2.1632E-05,-2.246E-02
-2.1616E-05,1.660E-02
-2.1600E-05,2.637E-02
-2.1584E-05,2.637E-02
-2.1568E-05,-2.930E-03
-2.1552E-05,6.836E-03
-2.1536E-05,5.566E-02
-2.1520E-05,6.836E-03
-2.1504E-05,-3.223E-02
-2.1488E-05,6.836E-03
-2.1472E-05,2.637E-02
-2.1456E-05,1.660E-02
-2.1440E-05,-2.930E-03
-2.1424E-05,2.637E-02
-2.1408E-05,2.637E-02
-2.1392E-05,6.836E-03
-2.1376E-05,1.660E-02
-2.1360E-05,3.613E-02
-2.1344E-05,2.637E-02
-2.1328E-05,2.637E-02
-2.1312E-05,1.660E-02
-2.1296E-05,-2.930E-03
-2.1280E-05,-2.930E-03
-2.1264E-05,1.660E-02
-2.1248E-05,2.637E-02
-2.1232E-05,2.637E-02
-2.1216E-05,1.660E-02
-2.1200E-05,6.836E-03
-2.1184E-05,6.836E-03
-2.1168E-05,4.590E-02
-2.1152E-05,1.660E-02
-2.1136E-05,-2.930E-03
-2.1120E-05,6.836E-03
-2.1104E-05,2.637E-02
-2.1088E-05,6.836E-03
-2.1072E-05,3.613E-02
-2.1056E-05,-2.246E-02
-2.1040E-05,2.637E-02
-2.1024E-05,1.660E-02
-2.1008E-05,6.836E-03
-2.0992E-05,-2.930E-03
-2.0976E-05,6.836E-03
-2.0960E-05,6.836E-03
-2.0944E-05,6.836E-03
-2.0928E-05,-1.270E-02
-2.0912E-05,4.590E-02
-2.0896E-05,6.836E-03
-2.0880E-05,1.660E-02
-2.0864E-05,-2.930E-03
-2.0848E-05,3.613E-02
-2.0832E-05,-2.930E-03
-2.0816E-05,6.836E-03
-2.0800E-05,2.637E-02
-2.0784E-05,1.660E-02
-2.0768E-05,5.566E-02
-2.0752E-05,6.836E-03
-2.0736E-05,1.660E-02
-2.0720E-05,-2.930E-03
-2.0704E-05,2.637E-02
-2.0688E-05,4.590E-02
-2.0672E-05,2.637E-02
-2.0656E-05,6.836E-03
-2.0640E-05,6.836E-03
-2.0624E-05,1.660E-02
-2.0608E-05,1.660E-02
-2.0592E-05,-2.930E-03
-2.0576E-05,4.590E-02
-2.0560E-05,6.836E-03
-2.0544E-05,1.660E-02
-2.0528E-05,1.660E-02
-2.0512E-05,2.637E-02
-2.0496E-05,-2.930E-03
-2.0480E-05,2.637E-02
-2.0464E-05,6.836E-03
-2.0448E-05,1.660E-02
-2.0432E-05,1.660E-02
-2.0416E-05,2.637E-02
-2.0400E-05,-2.930E-03
-2.0384E-05,2.637E-02
-2.0368E-05,1.660E-02
-2.0352E-05,1.660E-02
-2.0336E-05,2.637E-02
-2.0320E-05,6.836E-03
-2.0304E-05,-2.930E-03
-2.0288E-05,1.660E-02
-2.0272E-05,-2.930E-03
-2.0256E-05,6.543E-02
-2.0240E-05,-1.270E-02
-2.0224E-05,1.660E-02
-2.0208E-05,2.637E-02
-2.0192E-05,3.613E-02
-2.0176E-05,1.660E-02
-2.0160E-05,2.637E-02
-2.0144E-05,2.637E-02
-2.0128E-05,6.836E-03
-2.0112E-05,-2.930E-03
-2.0096E-05,3.613E-02
-2.0080E-05,6.836E-03
-2.0064E-05,2.637E-02
-2.0048E-05,6.836E-03
-2.0032E-05,-2.930E-03
-2.0016E-05,-2.930E-03
-2.0000E-05,1.660E-02
-1.9984E-05,-2.930E-03
-1.9968E-05,6.836E-03
-1.9952E-05,-2.930E-03
-1.9936E-05,2.637E-02
-1.9920E-05,2.637E-02
-1.9904E-05,1.660E-02
-1.9888E-05,6.836E-03
-1.9872E-05,2.637E-02
-1.9856E-05,-2.930E-03
-1.9840E-05,-1.270E-02
-1.9824E-05,1.660E-02
-1.9808E-05,6.836E-03
-1.9792E-05,6.836E-03
-1.9776E-05,2.637E-02
-1.9760E-05,-2.930E-03
-1.9744E-05,-2.930E-03
-1.9728E-05,1.660E-02
-1.9712E-05,6.836E-03
-1.9696E-05,6.836E-03
-1.9680E-05,1.660E-02
-1.9664E-05,2.637E-02
-1.9648E-05,2.637E-02
-1.9632E-05,-2.930E-03
-1.9616E-05,-2.930E-03
-1.9600E-05,-2.930E-03
-1.9584E-05,-2.930E-03
-1.9568E-05,-2.930E-03
-1.9552E-05,1.660E-02
-1.9536E-05,-1.270E-02
-1.9520E-05,2.637E-02
-1.9504E-05,4.590E-02
-1.9488E-05,-2.930E-03
-1.9472E-05,-2.930E-03
-1.9456E-05,1.660E-02
-1.9440E-05,-2.930E-03
-1.9424E-05,3.613E-02
-1.9408E-05,1.660E-02
-1.9392E-05,4.590E-02
-1.9376E-05,6.836E-03
-1.9360E-05,1.660E-02
-1.9344E-05,-1.270E-02
-1.9328E-05,4.590E-02
-1.9312E-05,2.637E-02
-1.9296E-05,2.637E-02
-1.9280E-05,6.836E-03
-1.9264E-05,6.836E-03
-1.9248E-05,-2.930E-03
-1.9232E-05,6.836E-03
-1.9216E-05,1.660E-02
-1.9200E-05,1.660E-02
-1.9184E-05,-1.270E-02
-1.9168E-05,1.660E-02
-1.9152E-05,1.660E-02
-1.9136E-05,-2.930E-03
-1.9120E-05,2.637E-02
-1.9104E-05,2.412E-01
-1.9088E-05,2.419E+00
-1.9072E-05,3.747E+00
-1.9056E-05,4.411E+00
-1.9040E-05,4.733E+00
-1.9024E-05,4.870E+00
-1.9008E-05,4.890E+00
-1.8992E-05,4.929E+00
-1.8976E-05,4.958E+00
-1.8960E-05,4.938E+00
-1.8944E-05,4.958E+00
-1.8928E-05,4.929E+00
-1.8912E-05,4.938E+00
-1.8896E-05,4.919E+00
-1.8880E-05,4.938E+00
-1.8864E-05,4.948E+00
-1.8848E-05,4.938E+00
-1.8832E-05,4.958E+00
-1.8816E-05,4.919E+00
-1.8800E-05,4.938E+00
-1.8784E-05,4.919E+00
-1.8768E-05,4.929E+00
-1.8752E-05,4.958E+00
-1.8736E-05,4.929E+00
-1.8720E-05,4.948E+00
-1.8704E-05,4.948E+00
-1.8688E-05,4.938E+00
-1.8672E-05,4.919E+00
-1.8656E-05,4.919E+00
-1.8640E-05,4.938E+00
-1.8624E-05,4.929E+00
-1.8608E-05,4.899E+00
-1.8592E-05,4.929E+00
-1.8576E-05,4.909E+00
-1.8560E-05,4.948E+00
-1.8544E-05,4.899E+00
-1.8528E-05,4.958E+00
