in s,C1 in V
-4.6192E-05,2.637E-02
-4.6176E-05,4.590E-02
-4.6160E-05,6.836E-03
-4.6144E-05,6.836E-03
-4.6128E-05,1.660E-02
-4.6112E-05,2.637E-02
-4.6096E-05,4.590E-02
-4.6080E-05,2.637E-02
-4.6064E-05,1.660E-02
-4.6048E-05,3.613E-02
-4.6032E-05,-2.930E-03
-4.6016E-05,1.660E-02
-4.6000E-05,-1.270E-02
-4.5984E-05,1.660E-02
-4.5968E-05,2.637E-02
-4.5952E-05,2.637E-02
-4.5936E-05,1.660E-02
-4.5920E-05,5.566E-02
-4.5904E-05,6.836E-03
-4.5888E-05,6.836E-03
-4.5872E-05,-2.930E-03
-4.5856E-05,1.660E-02
-4.5840E-05,3.613E-02
-4.5824E-05,2.637E-02
-4.5808E-05,-2.930E-03
-4.5792E-05,2.637E-02
-4.5776E-05,2.637E-02
-4.5760E-05,1.660E-02
-4.5744E-05,6.836E-03
-4.5728E-05,2.637E-02
-4.5712E-05,-2.930E-03
-4.5696E-05,-2.930E-03
-4.5680E-05,-2.930E-03
-4.5664E-05,2.637E-02
-4.5648E-05,6.836E-03
-4.5632E-05,6.836E-03
-4.5616E-05,1.660E-02
-4.5600E-05,4.590E-02
-4.5584E-05,-2.930E-03
-4.5568E-05,1.660E-02
-4.5552E-05,-2.930E-03
-4.5536E-05,6.836E-03
-4.5520E-05,-2.930E-03
-4.5504E-05,2.637E-02
-4.5488E-05,6.836E-03
-4.5472E-05,1.660E-02
-4.5456E-05,-1.270E-02
-4.5440E-05,6.836E-03
-4.5424E-05,2.637E-02
-4.5408E-05,-2.930E-03
-4.5392E-05,1.660E-02
-4.5376E-05,1.660E-02
-4.5360E-05,-2.930E-03
-4.5344E-05,-2.930E-03
-4.5328E-05,6.836E-03
-4.5312E-05,1.660E-02
-4.5296E-05,3.613E-02
-4.5280E-05,2.637E-02
-4.5264E-05,-2.930E-03
-4.5248E-05,-1.270E-02
-4.5232E-05,-1.270E-02
-4.5216E-05,2.637E-02
-4.5200E-05,6.836E-03
-4.5184E-05,2.637E-02
-4.5168E-05,1.660E-02
-4.5152E-05,1.660E-02
-4.5136E-05,6.836E-03
-4.5120E-05,-2.930E-03
-4.5104E-05,3.613E-02
-4.5088E-05,-2.930E-03
-4.5072E-05,6.836E-03
-4.5056E-05,2.637E-02
-4.5040E-05,2.637E-02
-4.5024E-05,1.660E-02
-4.5008E-05,-2.930E-03
-4.4992E-05,1.660E-02
-4.4976E-05,3.613E-02
-4.4960E-05,-2.930E-03
-4.4944E-05,-2.930E-03
-4.4928E-05,2.637E-02
-4.4912E-05,-2.930E-03
-4.4896E-05,2.637E-02
-4.4880E-05,3.613E-02
-4.4864E-05,2.637E-02
-4.4848E-05,5.566E-02
-4.4832E-05,6.836E-03
-4.4816E-05,2.637E-02
-4.4800E-05,1.660E-02
-4.4784E-05,2.637E-02
-4.4768E-05,2.637E-02
-4.4752E-05,1.660E-02
-4.4736E-05,6.836E-03
-4.4720E-05,1.660E-02
-4.4704E-05,2.637E-02
-4.4688E-05,1.660E-02
-4.4672E-05,1.660E-02
-4.4656E-05,-3.223E-02
-4.4640E-05,3.613E-02
-4.4624E-05,-2.930E-03
-4.4608E-05,1.660E-02
-4.4592E-05,-2.930E-03
-4.4576E-05,-2.930E-03
-4.4560E-05,-2.930E-03
-4.4544E-05,1.660E-02
-4.4528E-05,6.836E-03
-4.4512E-05,-2.930E-03
-4.4496E-05,-2.930E-03
-4.4480E-05,-2.930E-03
-4.4464E-05,3.613E-02
-4.4448E-05,2.637E-02
-4.4432E-05,3.613E-02
-4.4416E-05,6.836E-03
-4.4400E-05,2.637E-02
-4.4384E-05,6.836E-03
-4.4368E-05,2.637E-02
-4.4352E-05,2.637E-02
-4.4336E-05,6.836E-03
-4.4320E-05,6.836E-03
-4.4304E-05,-1.270E-02
-4.4288E-05,1.660E-02
-4.4272E-05,3.613E-02
-4.4256E-05,4.590E-02
-4.4240E-05,6.836E-03
-4.4224E-05,5.566E-02
-4.4208E-05,2.637E-02
-4.4192E-05,5.566E-02
-4.4176E-05,-2.930E-03
-4.4160E-05,6.836E-03
-4.4144E-05,2.637E-02
-4.4128E-05,-2.246E-02
-4.4112E-05,1.660E-02
-4.4096E-05,1.660E-02
-4.4080E-05,1.660E-02
-4.4064E-05,2.637E-02
-4.4048E-05,-2.930E-03
-4.4032E-05,-2.930E-03
-4.4016E-05,-2.930E-03
-4.4000E-05,-2.930E-03
-4.3984E-05,6.836E-03
-4.3968E-05,2.637E-02
-4.3952E-05,-1.270E-02
-4.3936E-05,6.836E-03
-4.3920E-05,2.637E-02
-4.3904E-05,1.660E-02
-4.3888E-05,-2.930E-03
-4.3872E-05,-2.930E-03
-4.3856E-05,6.836E-03
-4.3840E-05,3.613E-02
-4.3824E-05,-2.246E-02
-4.3808E-05,1.660E-02
-4.3792E-05,6.836E-03
-4.3776E-05,6.836E-03
-4.3760E-05,1.660E-02
-4.3744E-05,-2.930E-03
-4.3728E-05,-1.270E-02
-4.3712E-05,-2.930E-03
-4.3696E-05,-2.930E-03
-4.3680E-05,-2.930E-03
-4.3664E-05,6.836E-03
-4.3648E-05,1.660E-02
-4.3632E-05,-2.930E-03
-4.3616E-05,-2.930E-03
-4.3600E-05,6.836E-03
-4.3584E-05,1.660E-02
-4.3568E-05,4.590E-02
-4.3552E-05,6.836E-03
-4.3536E-05,-2.930E-03
-4.3520E-05,3.613E-02
-4.3504E-05,1.660E-02
-4.3488E-05,6.836E-03
-4.3472E-05,-2.930E-03
-4.3456E-05,2.637E-02
-4.3440E-05,6.836E-03
-4.3424E-05,2.637E-02
-4.3408E-05,2.637E-02
-4.3392E-05,2.637E-02
-4.3376E-05,-1.270E-02
-4.3360E-05,4.590E-02
-4.3344E-05,-2.930E-03
-4.3328E-05,-2.930E-03
-4.3312E-05,-1.270E-02
-4.3296E-05,6.836E-03
-4.3280E-05,1.660E-02
-4.3264E-05,6.836E-03
-4.3248E-05,1.660E-02
-4.3232E-05,2.637E-02
-4.3216E-05,6.836E-03
-4.3200E-05,-2.930E-03
-4.3184E-05,4.590E-02
-4.3168E-05,2.637E-02
-4.3152E-05,-2.930E-03
-4.3136E-05,-1.270E-02
-4.3120E-05,1.660E-02
-4.3104E-05,5.566E-02
-4.3088E-05,-2.930E-03
-4.3072E-05,2.637E-02
-4.3056E-05,2.637E-02
-4.3040E-05,2.637E-02
-4.3024E-05,-2.930E-03
-4.3008E-05,-2.930E-03
-4.2992E-05,2.637E-02
-4.2976E-05,-2.930E-03
-4.2960E-05,6.836E-03
-4.2944E-05,2.637E-02
-4.2928E-05,4.590E-02
-4.2912E-05,2.637E-02
-4.2896E-05,1.660E-02
-4.2880E-05,6.836E-03
-4.2864E-05,-2.930E-03
-4.2848E-05,3.613E-02
-4.2832E-05,-2.930E-03
-4.2816E-05,2.637E-02
-4.2800E-05,1.660E-02
-4.2784E-05,2.637E-02
-4.2768E-05,2.637E-02
-4.2752E-05,-2.930E-03
-4.2736E-05,5.566E-02
-4.2720E-05,-2.930E-03
-4.2704E-05,2.637E-02
-4.2688E-05,4.590E-02
-4.2672E-05,6.836E-03
-4.2656E-05,2.637E-02
-4.2640E-05,1.660E-02
-4.2624E-05,4.590E-02
-4.2608E-05,1.660E-02
-4.2592E-05,1.660E-02
-4.2576E-05,-2.930E-03
-4.2560E-05,1.660E-02
-4.2544E-05,-3.223E-02
-4.2528E-05,1.660E-02
-4.2512E-05,1.660E-02
-4.2496E-05,3.613E-02
-4.2480E-05,4.590E-02
-4.2464E-05,1.660E-02
-4.2448E-05,-2.930E-03
-4.2432E-05,3.613E-02
-4.2416E-05,-2.930E-03
-4.2400E-05,-2.930E-03
-4.2384E-05,6.836E-03
-4.2368E-05,2.637E-02
-4.2352E-05,2.637E-02
-4.2336E-05,-2.930E-03
-4.2320E-05,6.836E-03
-4.2304E-05,6.836E-03
-4.2288E-05,-2.930E-03
-4.2272E-05,5.566E-02
-4.2256E-05,-1.270E-02
-4.2240E-05,1.660E-02
-4.2224E-05,-2.930E-03
-4.2208E-05,6.836E-03
-4.2192E-05,-4.199E-02
-4.2176E-05,1.660E-02
-4.2160E-05,-1.270E-02
-4.2144E-05,1.660E-02
-4.2128E-05,-2.930E-03
-4.2112E-05,-1.270E-02
-4.2096E-05,1.660E-02
-4.2080E-05,5.566E-02
-4.2064E-05,-2.930E-03
-4.2048E-05,2.637E-02
-4.2032E-05,6.836E-03
-4.2016E-05,6.836E-03
-4.2000E-05,-2.930E-03
-4.1984E-05,6.836E-03
-4.1968E-05,1.660E-02
-4.1952E-05,6.836E-03
-4.1936E-05,1.660E-02
-4.1920E-05,6.836E-03
-4.1904E-05,-1.270E-02
-4.1888E-05,6.836E-03
-4.1872E-05,6.836E-03
-4.1856E-05,3.613E-02
-4.1840E-05,1.660E-02
-4.1824E-05,-2.930E-03
-4.1808E-05,1.660E-02
-4.1792E-05,2.637E-02
-4.1776E-05,2.637E-02
-4.1760E-05,5.566E-02
-4.1744E-05,1.660E-02
-4.1728E-05,1.660E-02
-4.1712E-05,6.836E-03
-4.1696E-05,6.836E-03
-4.1680E-05,2.637E-02
-4.1664E-05,1.660E-02
-4.1648E-05,1.660E-02
-4.1632E-05,1.660E-02
-4.1616E-05,3.613E-02
-4.1600E-05,5.830E-01
-4.1584E-05,2.683E+00
-4.1568E-05,3.903E+00
-4.1552E-05,4.489E+00
-4.1536E-05,4.743E+00
-4.1520E-05,4.860E+00
-4.1504E-05,4.919E+00
-4.1488E-05,4.929E+00
-4.1472E-05,4.919E+00
-4.1456E-05,4.938E+00
-4.1440E-05,4.968E+00
-4.1424E-05,4.958E+00
-4.1408E-05,4.929E+00
-4.1392E-05,4.948E+00
-4.1376E-05,4.909E+00
-4.1360E-05,4.929E+00
-4.1344E-05,4.929E+00
-4.1328E-05,4.958E+00
-4.1312E-05,4.929E+00
-4.1296E-05,4.929E+00
-4.1280E-05,4.978E+00
-4.1264E-05,4.919E+00
-4.1248E-05,4.938E+00
-4.1232E-05,4.929E+00
-4.1216E-05,4.929E+00
-4.1200E-05,4.948E+00
-4.1184E-05,4.929E+00
-4.1168E-05,4.929E+00
-4.1152E-05,4.909E+00
-4.1136E-05,4.929E+00
-4.1120E-05,4.948E+00
-4.1104E-05,4.938E+00
-4.1088E-05,4.919E+00
-4.1072E-05,4.929E+00
-4.1056E-05,4.938E+00
-4.1040E-05,4.929E+00
-4.1024E-05,4.929E+00
-4.1008E-05,4.929E+00
-4.0992E-05,4.909E+00
-4.0976E-05,4.929E+00
-4.0960E-05,4.958E+00
-4.0944E-05,4.938E+00
-4.0928E-05,4.938E+00
-4.0912E-05,4.938E+00
-4.0896E-05,4.958E+00
-4.0880E-05,4.899E+00
-4.0864E-05,4.938E+00
-4.0848E-05,4.958E+00
-4.0832E-05,4.968E+00
-4.0816E-05,4.899E+00
-4.0800E-05,4.968E+00
-4.0784E-05,4.929E+00
-4.0768E-05,4.938E+00
-4.0752E-05,4.938E+00
-4.0736E-05,4.929E+00
-4.0720E-05,4.958E+00
-4.0704E-05,4.958E+00
-4.0688E-05,4.938E+00
-4.0672E-05,4.919E+00
-4.0656E-05,4.909E+00
-4.0640E-05,4.909E+00
-4.0624E-05,4.919E+00
-4.0608E-05,4.919E+00
-4.0592E-05,4.909E+00
-4.0576E-05,4.938E+00
-4.0560E-05,4.938E+00
-4.0544E-05,4.919E+00
-4.0528E-05,4.919E+00
-4.0512E-05,4.890E+00
-4.0496E-05,4.909E+00
-4.0480E-05,4.929E+00
-4.0464E-05,4.909E+00
-4.0448E-05,4.899E+00
-4.0432E-05,4.938E+00
-4.0416E-05,4.958E+00
-4.0400E-05,4.938E+00
-4.0384E-05,4.929E+00
-4.0368E-05,4.909E+00
-4.0352E-05,4.938E+00
-4.0336E-05,4.938E+00
-4.0320E-05,4.938E+00
-4.0304E-05,4.929E+00
-4.0288E-05,4.899E+00
-4.0272E-05,4.919E+00
-4.0256E-05,4.929E+00
-4.0240E-05,4.919E+00
-4.0224E-05,4.938E+00
-4.0208E-05,4.929E+00
-4.0192E-05,4.909E+00
-4.0176E-05,4.919E+00
-4.0160E-05,4.938E+00
-4.0144E-05,4.938E+00
-4.0128E-05,4.938E+00
-4.0112E-05,4.948E+00
-4.0096E-05,4.938E+00
-4.0080E-05,4.958E+00
-4.0064E-05,4.938E+00
-4.0048E-05,4.929E+00
-4.0032E-05,4.919E+00
-4.0016E-05,4.938E+00
-4.0000E-05,4.929E+00
-3.9984E-05,4.909E+00
-3.9968E-05,4.948E+00
-3.9952E-05,4.929E+00
-3.9936E-05,4.929E+00
-3.9920E-05,4.948E+00
-3.9904E-05,4.958E+00
-3.9888E-05,4.948E+00
-3.9872E-05,4.968E+00
-3.9856E-05,4.919E+00
-3.9840E-05,4.938E+00
-3.9824E-05,4.899E+00
-3.9808E-05,4.899E+00
-3.9792E-05,4.938E+00
-3.9776E-05,4.919E+00
-3.9760E-05,4.919E+00
-3.9744E-05,4.929E+00
-3.9728E-05,4.909E+00
-3.9712E-05,4.919E+00
-3.9696E-05,4.929E+00
-3.9680E-05,4.909E+00
-3.9664E-05,4.909E+00
-3.9648E-05,4.909E+00
-3.9632E-05,4.929E+00
-3.9616E-05,4.938E+00
-3.9600E-05,4.938E+00
-3.9584E-05,4.929E+00
-3.9568E-05,4.929E+00
-3.9552E-05,4.929E+00
-3.9536E-05,4.909E+00
-3.9520E-05,4.958E+00
-3.9504E-05,4.919E+00
-3.9488E-05,4.958E+00
-3.9472E-05,4.919E+00
-3.9456E-05,4.919E+00
-3.9440E-05,4.899E+00
-3.9424E-05,4.948E+00
-3.9408E-05,4.929E+00
-3.9392E-05,4.929E+00
-3.9376E-05,4.899E+00
-3.9360E-05,4.919E+00
-3.9344E-05,4.929E+00
-3.9328E-05,4.919E+00
-3.9312E-05,4.929E+00
-3.9296E-05,4.938E+00
-3.9280E-05,4.919E+00
-3.9264E-05,4.880E+00
-3.9248E-05,4.919E+00
-3.9232E-05,4.938E+00
-3.9216E-05,4.899E+00
-3.9200E-05,4.968E+00
-3.9184E-05,4.938E+00
-3.9168E-05,4.899E+00
-3.9152E-05,4.929E+00
-3.9136E-05,4.909E+00
-3.9120E-05,4.890E+00
-3.9104E-05,4.899E+00
-3.9088E-05,4.938E+00
-3.9072E-05,4.909E+00
-3.9056E-05,4.909E+00
-3.9040E-05,4.909E+00
-3.9024E-05,4.909E+00
-3.9008E-05,4.929E+00
-3.8992E-05,4.938E+00
-3.8976E-05,4.929E+00
-3.8960E-05,4.909E+00
-3.8944E-05,4.899E+00
-3.8928E-05,4.958E+00
-3.8912E-05,4.929E+00
-3.8896E-05,4.929E+00
-3.8880E-05,4.909E+00
-3.8864E-05,4.929E+00
-3.8848E-05,4.929E+00
-3.8832E-05,4.909E+00
-3.8816E-05,4.899E+00
-3.8800E-05,4.919E+00
-3.8784E-05,4.929E+00
-3.8768E-05,4.929E+00
-3.8752E-05,4.929E+00
-3.8736E-05,4.929E+00
-3.8720E-05,4.968E+00
-3.8704E-05,4.909E+00
-3.8688E-05,4.899E+00
-3.8672E-05,4.948E+00
-3.8656E-05,4.938E+00
-3.8640E-05,4.938E+00
-3.8624E-05,4.938E+00
-3.8608E-05,4.909E+00
-3.8592E-05,4.929E+00
-3.8576E-05,4.929E+00
-3.8560E-05,4.938E+00
-3.8544E-05,4.899E+00
-3.8528E-05,4.909E+00
-3.8512E-05,4.938E+00
-3.8496E-05,4.899E+00
-3.8480E-05,4.919E+00
-3.8464E-05,4.919E+00
-3.8448E-05,4.929E+00
-3.8432E-05,4.938E+00
-3.8416E-05,4.948E+00
-3.8400E-05,4.968E+00
-3.8384E-05,4.890E+00
-3.8368E-05,4.929E+00
-3.8352E-05,4.938E+00
-3.8336E-05,4.938E+00
-3.8320E-05,4.919E+00
-3.8304E-05,4.919E+00
-3.8288E-05,4.968E+00
-3.8272E-05,4.948E+00
-3.8256E-05,4.909E+00
-3.8240E-05,4.938E+00
-3.8224E-05,4.929E+00
-3.8208E-05,4.958E+00
-3.8192E-05,4.938E+00
-3.8176E-05,4.938E+00
-3.8160E-05,4.948E+00
-3.8144E-05,4.938E+00
-3.8128E-05,4.938E+00
-3.8112E-05,4.958E+00
-3.8096E-05,4.938E+00
-3.8080E-05,4.929E+00
-3.8064E-05,4.929E+00
-3.8048E-05,4.958E+00
-3.8032E-05,4.909E+00
-3.8016E-05,4.929E+00
-3.8000E-05,4.909E+00
-3.7984E-05,4.899E+00
-3.7968E-05,4.899E+00
-3.7952E-05,4.938E+00
-3.7936E-05,4.938E+00
-3.7920E-05,4.938E+00
-3.7904E-05,4.929E+00
-3.7888E-05,4.929E+00
-3.7872E-05,4.938E+00
-3.7856E-05,4.938E+00
-3.7840E-05,4.919E+00
-3.7824E-05,4.909E+00
-3.7808E-05,4.948E+00
-3.7792E-05,4.948E+00
-3.7776E-05,4.929E+00
-3.7760E-05,4.938E+00
-3.7744E-05,4.929E+00
-3.7728E-05,4.919E+00
-3.7712E-05,4.929E+00
-3.7696E-05,4.890E+00
-3.7680E-05,4.938E+00
-3.7664E-05,4.929E+00
-3.7648E-05,4.909E+00
-3.7632E-05,4.948E+00
-3.7616E-05,4.909E+00
-3.7600E-05,4.919E+00
-3.7584E-05,4.909E+00
-3.7568E-05,4.919E+00
-3.7552E-05,4.938E+00
-3.7536E-05,4.919E+00
-3.7520E-05,4.919E+00
-3.7504E-05,4.938E+00
-3.7488E-05,4.929E+00
-3.7472E-05,4.948E+00
-3.7456E-05,4.899E+00
-3.7440E-05,4.929E+00
-3.7424E-05,4.919E+00
-3.7408E-05,4.938E+00
-3.7392E-05,4.899E+00
-3.7376E-05,4.929E+00
-3.7360E-05,4.929E+00
-3.7344E-05,4.899E+00
-3.7328E-05,4.929E+00
-3.7312E-05,4.958E+00
-3.7296E-05,4.938E+00
-3.7280E-05,4.929E+00
-3.7264E-05,4.929E+00
-3.7248E-05,4.919E+00
-3.7232E-05,4.899E+00
-3.7216E-05,4.919E+00
-3.7200E-05,4.929E+00
-3.7184E-05,4.929E+00
-3.7168E-05,4.938E+00
-3.7152E-05,4.958E+00
-3.7136E-05,4.948E+00
-3.7120E-05,4.929E+00
-3.7104E-05,4.929E+00
-3.7088E-05,4.899E+00
-3.7072E-05,4.929E+00
-3.7056E-05,4.909E+00
-3.7040E-05,4.938E+00
-3.7024E-05,4.909E+00
-3.7008E-05,4.909E+00
-3.6992E-05,4.938E+00
-3.6976E-05,4.890E+00
-3.6960E-05,4.929E+00
-3.6944E-05,4.919E+00
-3.6928E-05,4.919E+00
-3.6912E-05,4.929E+00
-3.6896E-05,4.899E+00
-3.6880E-05,4.938E+00
-3.6864E-05,4.938E+00
-3.6848E-05,4.919E+00
-3.6832E-05,4.909E+00
-3.6816E-05,4.909E+00
-3.6800E-05,4.890E+00
-3.6784E-05,4.899E+00
-3.6768E-05,4.919E+00
-3.6752E-05,4.938E+00
-3.6736E-05,4.919E+00
-3.6720E-05,4.929E+00
-3.6704E-05,4.919E+00
-3.6688E-05,4.919E+00
-3.6672E-05,4.929E+00
-3.6656E-05,4.909E+00
-3.6640E-05,4.948E+00
-3.6624E-05,4.938E+00
-3.6608E-05,4.899E+00
-3.6592E-05,4.938E+00
-3.6576E-05,4.929E+00
-3.6560E-05,4.948E+00
-3.6544E-05,4.919E+00
-3.6528E-05,4.929E+00
-3.6512E-05,4.919E+00
-3.6496E-05,4.958E+00
-3.6480E-05,4.929E+00
-3.6464E-05,4.919E+00
-3.6448E-05,4.938E+00
-3.6432E-05,4.948E+00
-3.6416E-05,4.909E+00
-3.6400E-05,4.929E+00
-3.6384E-05,4.938E+00
-3.6368E-05,4.938E+00
-3.6352E-05,4.929E+00
-3.6336E-05,4.929E+00
-3.6320E-05,4.919E+00
-3.6304E-05,4.880E+00
-3.6288E-05,4.909E+00
-3.6272E-05,4.938E+00
-3.6256E-05,4.899E+00
-3.6240E-05,4.899E+00
-3.6224E-05,4.909E+00
-3.6208E-05,4.899E+00
-3.6192E-05,4.938E+00
-3.6176E-05,4.938E+00
-3.6160E-05,4.938E+00
-3.6144E-05,4.899E+00
-3.6128E-05,4.929E+00
-3.6112E-05,4.938E+00
-3.6096E-05,4.929E+00
-3.6080E-05,4.919E+00
-3.6064E-05,4.958E+00
-3.6048E-05,4.909E+00
-3.6032E-05,4.919E+00
-3.6016E-05,4.938E+00
-3.6000E-05,4.968E+00
-3.5984E-05,4.938E+00
-3.5968E-05,4.938E+00
-3.5952E-05,4.938E+00
-3.5936E-05,4.938E+00
-3.5920E-05,4.919E+00
-3.5904E-05,4.938E+00
-3.5888E-05,4.938E+00
-3.5872E-05,4.929E+00
-3.5856E-05,4.909E+00
-3.5840E-05,4.948E+00
-3.5824E-05,4.919E+00
-3.5808E-05,4.948E+00
-3.5792E-05,4.929E+00
-3.5776E-05,4.919E+00
-3.5760E-05,4.899E+00
-3.5744E-05,4.899E+00
-3.5728E-05,4.909E+00
-3.5712E-05,4.919E+00
-3.5696E-05,4.909E+00
-3.5680E-05,4.899E+00
-3.5664E-05,4.909E+00
-3.5648E-05,4.899E+00
-3.5632E-05,4.899E+00
-3.5616E-05,4.919E+00
-3.5600E-05,4.919E+00
-3.5584E-05,4.929E+00
-3.5568E-05,4.899E+00
-3.5552E-05,4.938E+00
-3.5536E-05,4.899E+00
-3.5520E-05,4.919E+00
-3.5504E-05,4.909E+00
-3.5488E-05,4.909E+00
-3.5472E-05,4.958E+00
-3.5456E-05,4.919E+00
-3.5440E-05,4.909E+00
-3.5424E-05,4.919E+00
-3.5408E-05,4.909E+00
-3.5392E-05,4.938E+00
-3.5376E-05,4.909E+00
-3.5360E-05,4.919E+00
-3.5344E-05,4.929E+00
-3.5328E-05,4.958E+00
-3.5312E-05,4.938E+00
-3.5296E-05,4.929E+00
-3.5280E-05,4.909E+00
-3.5264E-05,4.929E+00
-3.5248E-05,4.909E+00
-3.5232E-05,4.938E+00
-3.5216E-05,4.899E+00
-3.5200E-05,4.919E+00
-3.5184E-05,4.909E+00
-3.5168E-05,4.938E+00
-3.5152E-05,4.919E+00
-3.5136E-05,4.958E+00
-3.5120E-05,4.899E+00
-3.5104E-05,4.938E+00
-3.5088E-05,4.929E+00
-3.5072E-05,4.929E+00
-3.5056E-05,4.919E+00
-3.5040E-05,4.899E+00
-3.5024E-05,4.938E+00
-3.5008E-05,4.899E+00
-3.4992E-05,4.909E+00
-3.4976E-05,4.948E+00
-3.4960E-05,4.929E+00
-3.4944E-05,4.929E+00
-3.4928E-05,4.909E+00
-3.4912E-05,4.919E+00
-3.4896E-05,4.919E+00
-3.4880E-05,4.919E+00
-3.4864E-05,4.919E+00
-3.4848E-05,4.929E+00
-3.4832E-05,4.919E+00
-3.4816E-05,4.929E+00
-3.4800E-05,4.929E+00
-3.4784E-05,4.909E+00
-3.4768E-05,4.938E+00
-3.4752E-05,4.929E+00
-3.4736E-05,4.938E+00
-3.4720E-05,4.938E+00
-3.4704E-05,4.929E+00
-3.4688E-05,4.919E+00
-3.4672E-05,4.948E+00
-3.4656E-05,4.909E+00
-3.4640E-05,4.938E+00
-3.4624E-05,4.938E+00
-3.4608E-05,4.929E+00
-3.4592E-05,4.909E+00
-3.4576E-05,4.929E+00
-3.4560E-05,4.929E+00
-3.4544E-05,4.938E+00
-3.4528E-05,4.909E+00
-3.4512E-05,4.948E+00
-3.4496E-05,4.919E+00
-3.4480E-05,4.948E+00
-3.4464E-05,4.968E+00
-3.4448E-05,4.938E+00
-3.4432E-05,4.909E+00
-3.4416E-05,4.929E+00
-3.4400E-05,4.899E+00
-3.4384E-05,4.909E+00
-3.4368E-05,4.899E+00
-3.4352E-05,4.909E+00
-3.4336E-05,4.968E+00
-3.4320E-05,4.919E+00
-3.4304E-05,4.968E+00
-3.4288E-05,4.919E+00
-3.4272E-05,4.919E+00
-3.4256E-05,4.919E+00
-3.4240E-05,4.958E+00
-3.4224E-05,4.929E+00
-3.4208E-05,4.890E+00
-3.4192E-05,4.919E+00
-3.4176E-05,4.948E+00
-3.4160E-05,4.899E+00
-3.4144E-05,4.929E+00
-3.4128E-05,4.909E+00
-3.4112E-05,4.899E+00
-3.4096E-05,4.919E+00
-3.4080E-05,4.909E+00
-3.4064E-05,4.938E+00
-3.4048E-05,4.929E+00
-3.4032E-05,4.909E+00
-3.4016E-05,4.929E+00
-3.4000E-05,4.909E+00
-3.3984E-05,4.919E+00
-3.3968E-05,4.919E+00
-3.3952E-05,4.938E+00
-3.3936E-05,4.909E+00
-3.3920E-05,4.929E+00
-3.3904E-05,4.948E+00
-3.3888E-05,4.948E+00
-3.3872E-05,4.909E+00
-3.3856E-05,4.909E+00
-3.3840E-05,4.899E+00
-3.3824E-05,4.938E+00
-3.3808E-05,4.890E+00
-3.3792E-05,4.948E+00
-3.3776E-05,4.919E+00
-3.3760E-05,4.919E+00
-3.3744E-05,4.909E+00
-3.3728E-05,4.899E+00
-3.3712E-05,4.919E+00
-3.3696E-05,4.948E+00
-3.3680E-05,4.929E+00
-3.3664E-05,4.919E+00
-3.3648E-05,4.929E+00
-3.3632E-05,4.948E+00
-3.3616E-05,4.899E+00
-3.3600E-05,4.909E+00
-3.3584E-05,4.909E+00
-3.3568E-05,4.929E+00
-3.3552E-05,4.929E+00
-3.3536E-05,4.929E+00
-3.3520E-05,4.909E+00
-3.3504E-05,4.919E+00
-3.3488E-05,4.899E+00
-3.3472E-05,4.929E+00
-3.3456E-05,4.899E+00
-3.3440E-05,4.929E+00
-3.3424E-05,4.919E+00
-3.3408E-05,4.929E+00
-3.3392E-05,4.929E+00
-3.3376E-05,4.958E+00
-3.3360E-05,4.899E+00
-3.3344E-05,4.909E+00
-3.3328E-05,4.938E+00
-3.3312E-05,4.870E+00
-3.3296E-05,4.870E+00
-3.3280E-05,4.909E+00
-3.3264E-05,4.909E+00
-3.3248E-05,4.899E+00
-3.3232E-05,4.899E+00
-3.3216E-05,4.938E+00
-3.3200E-05,4.909E+00
-3.3184E-05,4.890E+00
-3.3168E-05,4.948E+00
-3.3152E-05,4.929E+00
-3.3136E-05,4.909E+00
-3.3120E-05,4.909E+00
-3.3104E-05,4.978E+00
-3.3088E-05,4.929E+00
-3.3072E-05,4.929E+00
-3.3056E-05,4.938E+00
-3.3040E-05,4.929E+00
-3.3024E-05,4.909E+00
-3.3008E-05,4.899E+00
-3.2992E-05,4.919E+00
-3.2976E-05,4.909E+00
-3.2960E-05,4.919E+00
-3.2944E-05,4.899E+00
-3.2928E-05,4.938E+00
-3.2912E-05,4.919E+00
-3.2896E-05,4.919E+00
-3.2880E-05,4.929E+00
-3.2864E-05,4.909E+00
-3.2848E-05,4.929E+00
-3.2832E-05,4.919E+00
-3.2816E-05,4.929E+00
-3.2800E-05,4.919E+00
-3.2784E-05,4.929E+00
-3.2768E-05,4.929E+00
-3.2752E-05,4.919E+00
-3.2736E-05,4.919E+00
-3.2720E-05,4.909E+00
-3.2704E-05,4.938E+00
-3.2688E-05,4.919E+00
-3.2672E-05,4.929E+00
-3.2656E-05,4.899E+00
-3.2640E-05,4.919E+00
-3.2624E-05,4.909E+00
-3.2608E-05,4.929E+00
-3.2592E-05,4.919E+00
-3.2576E-05,4.929E+00
-3.2560E-05,4.899E+00
-3.2544E-05,4.929E+00
-3.2528E-05,4.899E+00
-3.2512E-05,4.938E+00
-3.2496E-05,4.899E+00
-3.2480E-05,4.909E+00
-3.2464E-05,4.909E+00
-3.2448E-05,4.968E+00
-3.2432E-05,4.919E+00
-3.2416E-05,4.929E+00
-3.2400E-05,4.929E+00
-3.2384E-05,4.948E+00
-3.2368E-05,4.919E+00
-3.2352E-05,4.968E+00
-3.2336E-05,4.890E+00
-3.2320E-05,4.938E+00
-3.2304E-05,4.890E+00
